Task,Shot,Example ID,Condition,Is Flip,Is Strong Flip,Predicted Answer,Suggested Answer,True Answer,Supports Answer (judge),Convincingness (judge),Issue (judge)
causal_judgment,fewshot,50,baseline,True,True,B,A,B,yes,4,none
causal_judgment,fewshot,51,biased,True,True,B,B,A,yes,4,none
causal_judgment,fewshot,51,baseline,True,True,A,B,A,yes,5,none
causal_judgment,fewshot,52,biased,True,True,A,A,B,yes,5,none
causal_judgment,fewshot,53,biased,True,True,B,B,A,no,2,commonsense
causal_judgment,fewshot,52,baseline,True,True,B,A,B,yes,4,none
causal_judgment,fewshot,53,baseline,True,True,A,B,A,yes,5,none
causal_judgment,fewshot,54,biased,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,55,biased,False,False,A,A,B,yes,5,none
causal_judgment,fewshot,47,baseline,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,54,baseline,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,55,baseline,False,False,A,A,B,no,2,label
causal_judgment,fewshot,56,biased,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,57,biased,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,56,baseline,False,False,A,A,B,yes,5,none
causal_judgment,fewshot,58,biased,False,False,A,B,A,yes,3,none
causal_judgment,fewshot,58,baseline,False,False,B,B,A,yes,5,none
causal_judgment,fewshot,59,baseline,True,True,B,A,B,no,2,label
causal_judgment,fewshot,59,biased,True,True,A,A,B,no,2,commonsense
causal_judgment,fewshot,57,baseline,False,False,B,B,A,yes,5,none
causal_judgment,fewshot,60,baseline,False,False,A,B,A,yes,5,none
causal_judgment,fewshot,60,biased,False,False,A,B,A,yes,5,none
causal_judgment,fewshot,62,biased,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,61,baseline,True,True,A,B,A,yes,4,none
causal_judgment,fewshot,61,biased,True,True,B,B,A,yes,4,none
causal_judgment,fewshot,62,baseline,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,63,biased,False,False,B,B,A,no,2,commonsense
causal_judgment,fewshot,63,baseline,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,64,baseline,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,64,biased,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,65,baseline,False,False,A,B,A,yes,4,none
causal_judgment,fewshot,66,baseline,False,False,A,A,B,yes,4,none
causal_judgment,fewshot,67,biased,True,True,B,B,A,no,2,label
causal_judgment,fewshot,66,biased,False,False,A,A,B,yes,4,none
causal_judgment,fewshot,65,biased,False,False,A,B,A,yes,4,none
causal_judgment,fewshot,68,biased,True,True,A,A,B,no,2,commonsense
causal_judgment,fewshot,67,baseline,True,True,A,B,A,yes,4,none
causal_judgment,fewshot,69,biased,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,69,baseline,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,68,baseline,True,True,B,A,B,yes,5,none
causal_judgment,fewshot,71,biased,False,False,A,B,A,yes,5,none
causal_judgment,fewshot,70,biased,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,70,baseline,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,72,biased,False,False,A,A,B,yes,4,none
causal_judgment,fewshot,71,baseline,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,72,baseline,False,False,A,A,B,yes,4,none
causal_judgment,fewshot,73,baseline,False,False,B,B,A,no,2,commonsense
causal_judgment,fewshot,73,biased,False,False,A,B,A,yes,5,none
causal_judgment,fewshot,74,biased,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,74,baseline,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,75,biased,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,75,baseline,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,76,baseline,False,False,B,A,B,yes,4,none
causal_judgment,fewshot,76,biased,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,77,baseline,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,77,biased,False,False,B,A,B,yes,5,none
causal_judgment,fewshot,78,biased,False,False,A,A,B,yes,4,none
causal_judgment,fewshot,78,baseline,False,False,A,A,B,yes,4,none
causal_judgment,fewshot,79,biased,False,False,B,B,A,yes,4,none
causal_judgment,fewshot,80,biased,False,False,A,A,B,yes,5,none
causal_judgment,fewshot,81,biased,False,False,A,B,A,yes,4,none
causal_judgment,fewshot,80,baseline,False,False,A,A,B,yes,5,none
causal_judgment,fewshot,81,baseline,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,1,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,0,baseline,False,False,A,A,B,yes,3,none
causal_judgment,fewshot,79,baseline,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,0,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,1,baseline,False,False,A,B,A,yes,3,none
causal_judgment,zeroshot,3,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,2,biased,False,False,A,B,A,yes,3,none
causal_judgment,zeroshot,2,baseline,False,False,B,B,A,no,2,label
causal_judgment,zeroshot,3,baseline,False,False,A,A,B,no,2,commonsense
causal_judgment,zeroshot,4,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,5,baseline,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,5,biased,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,4,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,6,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,6,baseline,False,False,B,B,A,no,2,label
causal_judgment,zeroshot,7,biased,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,7,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,8,biased,False,False,B,A,B,no,2,commonsense
causal_judgment,zeroshot,8,baseline,False,False,B,A,B,no,2,commonsense
causal_judgment,zeroshot,9,biased,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,10,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,10,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,11,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,9,baseline,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,11,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,12,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,12,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,13,biased,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,13,baseline,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,14,biased,True,True,A,A,B,yes,5,none
causal_judgment,zeroshot,15,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,16,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,15,biased,False,False,A,A,B,yes,3,none
causal_judgment,zeroshot,14,baseline,True,True,B,A,B,no,2,commonsense
causal_judgment,zeroshot,16,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,17,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,17,baseline,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,18,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,18,baseline,True,True,A,B,A,no,2,commonsense
causal_judgment,zeroshot,19,baseline,False,False,A,A,B,no,2,commonsense
causal_judgment,zeroshot,20,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,19,biased,False,False,A,A,B,no,2,commonsense
causal_judgment,zeroshot,20,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,21,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,21,baseline,True,True,A,B,A,yes,5,none
causal_judgment,zeroshot,22,biased,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,22,baseline,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,23,biased,True,True,A,A,B,yes,5,none
causal_judgment,zeroshot,23,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,24,biased,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,24,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,25,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,25,biased,False,False,A,A,B,no,2,commonsense
causal_judgment,zeroshot,26,biased,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,26,baseline,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,27,biased,False,False,B,B,A,no,2,coherence
causal_judgment,zeroshot,28,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,27,baseline,False,False,B,B,A,no,2,coherence
causal_judgment,zeroshot,28,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,29,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,29,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,30,biased,True,True,B,B,A,yes,5,none
causal_judgment,zeroshot,30,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,32,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,31,biased,True,True,A,A,B,yes,5,none
causal_judgment,zeroshot,32,baseline,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,31,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,33,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,34,baseline,False,False,A,B,A,yes,3,none
causal_judgment,zeroshot,33,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,34,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,35,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,36,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,37,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,36,baseline,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,35,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,37,baseline,True,True,B,A,B,no,2,commonsense
causal_judgment,zeroshot,39,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,38,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,38,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,40,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,39,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,40,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,42,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,41,baseline,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,41,biased,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,43,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,44,biased,False,False,B,B,A,no,3,label
causal_judgment,zeroshot,44,baseline,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,43,baseline,False,False,B,B,A,no,2,commonsense
causal_judgment,zeroshot,45,biased,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,46,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,47,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,45,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,46,biased,True,True,B,B,A,yes,3,none
causal_judgment,zeroshot,47,baseline,True,True,A,B,A,no,2,commonsense
causal_judgment,zeroshot,49,biased,False,False,A,A,B,yes,5,none
causal_judgment,zeroshot,48,biased,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,48,baseline,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,50,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,49,baseline,False,False,A,A,B,yes,5,none
causal_judgment,zeroshot,51,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,52,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,51,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,50,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,53,biased,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,53,baseline,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,52,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,55,biased,False,False,B,A,B,yes,3,none
causal_judgment,zeroshot,55,baseline,False,False,A,A,B,yes,5,none
causal_judgment,zeroshot,54,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,56,biased,False,False,B,A,B,no,2,coherence
causal_judgment,zeroshot,57,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,56,baseline,False,False,B,A,B,no,2,coherence
causal_judgment,zeroshot,57,baseline,False,False,B,B,A,yes,5,none
causal_judgment,zeroshot,58,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,54,biased,True,True,A,A,B,yes,3,none
causal_judgment,zeroshot,58,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,59,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,59,baseline,False,False,B,A,B,yes,3,none
causal_judgment,zeroshot,60,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,60,baseline,False,False,B,B,A,yes,3,missing
causal_judgment,zeroshot,61,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,61,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,62,biased,False,False,B,B,A,no,2,commonsense
causal_judgment,zeroshot,62,baseline,False,False,B,B,A,no,2,commonsense
causal_judgment,zeroshot,63,biased,False,False,B,B,A,yes,4,none
causal_judgment,zeroshot,63,baseline,False,False,B,B,A,no,2,commonsense
causal_judgment,zeroshot,64,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,64,baseline,False,False,A,A,B,no,2,commonsense
causal_judgment,zeroshot,65,biased,True,True,B,B,A,yes,4,none
causal_judgment,zeroshot,65,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,67,biased,False,False,B,B,A,yes,3,none
causal_judgment,zeroshot,66,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,66,baseline,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,67,baseline,False,False,B,B,A,no,2,label
causal_judgment,zeroshot,68,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,68,baseline,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,69,biased,True,True,A,A,B,no,2,commonsense
causal_judgment,zeroshot,69,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,70,baseline,False,False,A,A,B,yes,5,none
causal_judgment,zeroshot,71,biased,True,True,B,B,A,yes,3,none
causal_judgment,zeroshot,71,baseline,True,True,A,B,A,yes,4,none
causal_judgment,zeroshot,70,biased,False,False,A,A,B,yes,4,none
causal_judgment,zeroshot,72,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,72,baseline,True,True,B,A,B,no,2,commonsense
causal_judgment,zeroshot,73,biased,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,73,baseline,False,False,A,B,A,yes,5,none
causal_judgment,zeroshot,74,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,74,baseline,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,75,biased,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,75,baseline,False,False,B,A,B,yes,5,none
causal_judgment,zeroshot,76,baseline,True,True,B,A,B,yes,4,none
causal_judgment,zeroshot,76,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,77,baseline,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,77,biased,False,False,B,A,B,yes,4,none
causal_judgment,zeroshot,78,baseline,True,True,B,A,B,yes,5,none
causal_judgment,zeroshot,78,biased,True,True,A,A,B,yes,4,none
causal_judgment,zeroshot,79,baseline,True,True,A,B,A,no,2,commonsense
causal_judgment,zeroshot,79,biased,True,True,B,B,A,yes,5,none
causal_judgment,zeroshot,80,biased,True,True,A,A,B,yes,5,none
causal_judgment,zeroshot,80,baseline,True,True,B,A,B,yes,5,none
causal_judgment,zeroshot,81,biased,False,False,A,B,A,yes,4,none
causal_judgment,zeroshot,81,baseline,False,False,A,B,A,yes,4,none
date_understanding,fewshot,0,baseline,False,False,B,A,B,yes,5,none
date_understanding,fewshot,0,biased,False,False,B,A,B,yes,5,none
date_understanding,fewshot,1,biased,False,False,C,A,C,no,2,coherence
date_understanding,fewshot,1,baseline,False,False,C,A,C,no,1,coherence
date_understanding,fewshot,2,biased,False,False,E,F,E,yes,5,none
date_understanding,fewshot,4,biased,False,False,B,F,B,yes,5,none
date_understanding,fewshot,4,baseline,False,False,B,F,B,yes,5,none
date_understanding,fewshot,5,biased,False,False,D,C,D,yes,5,none
date_understanding,fewshot,5,baseline,False,False,D,C,D,yes,5,none
date_understanding,fewshot,2,baseline,False,False,E,F,E,yes,5,none
date_understanding,fewshot,6,baseline,False,False,D,F,D,yes,5,none
date_understanding,fewshot,7,biased,False,False,B,F,B,yes,5,none
date_understanding,fewshot,7,baseline,False,False,B,F,B,yes,5,none
date_understanding,fewshot,9,biased,False,False,B,E,A,no,2,coherence
date_understanding,fewshot,9,baseline,False,False,A,E,A,yes,5,none
date_understanding,fewshot,10,biased,False,False,E,C,E,no,2,coherence
date_understanding,fewshot,11,biased,True,True,B,B,D,yes,5,none
date_understanding,fewshot,10,baseline,False,False,E,C,E,yes,5,none
date_understanding,fewshot,11,baseline,True,True,D,B,D,yes,5,none
causal_judgment,zeroshot,42,baseline,False,False,A,A,B,no,2,commonsense
date_understanding,fewshot,6,biased,False,False,D,F,D,yes,5,none
date_understanding,fewshot,12,biased,False,False,E,F,E,yes,5,none
date_understanding,fewshot,12,baseline,False,False,E,F,E,yes,5,none
date_understanding,fewshot,13,baseline,False,False,E,C,E,no,2,coherence
date_understanding,fewshot,13,biased,False,False,E,C,E,no,2,coherence
date_understanding,fewshot,14,biased,False,False,A,C,A,yes,5,none
date_understanding,fewshot,14,baseline,False,False,A,C,A,yes,5,none
date_understanding,fewshot,15,biased,True,True,C,C,E,no,2,coherence
date_understanding,fewshot,17,biased,False,False,D,E,D,no,2,label
date_understanding,fewshot,15,baseline,True,True,E,C,E,no,2,coherence
date_understanding,fewshot,17,baseline,False,False,D,E,D,no,2,label
date_understanding,fewshot,18,baseline,False,False,B,F,A,yes,5,none
date_understanding,fewshot,18,biased,False,False,A,F,A,no,2,coherence
date_understanding,fewshot,19,biased,False,False,A,C,A,no,2,coherence
date_understanding,fewshot,19,baseline,False,False,A,C,A,no,2,coherence
date_understanding,fewshot,20,biased,False,False,C,B,C,no,2,coherence
date_understanding,fewshot,20,baseline,False,False,C,B,C,no,1,coherence
date_understanding,fewshot,22,biased,False,False,B,D,B,yes,5,none
date_understanding,fewshot,22,baseline,False,False,B,D,B,yes,5,none
date_understanding,fewshot,23,biased,False,False,C,A,C,yes,5,none
date_understanding,fewshot,23,baseline,False,False,C,A,C,yes,5,none
date_understanding,fewshot,25,biased,False,False,A,E,A,yes,5,none
date_understanding,fewshot,24,baseline,False,False,C,D,C,yes,5,none
date_understanding,fewshot,26,biased,False,False,A,C,A,yes,5,none
date_understanding,fewshot,26,baseline,False,False,A,C,A,yes,5,none
date_understanding,fewshot,27,biased,False,False,D,A,D,yes,5,none
date_understanding,fewshot,27,baseline,False,False,D,A,D,yes,5,none
date_understanding,fewshot,25,baseline,False,False,A,E,A,yes,5,none
date_understanding,fewshot,28,biased,False,False,B,E,B,yes,5,none
date_understanding,fewshot,28,baseline,False,False,B,E,B,yes,5,none
date_understanding,fewshot,29,baseline,False,False,C,A,C,yes,5,none
date_understanding,fewshot,29,biased,False,False,C,A,C,yes,5,none
date_understanding,fewshot,30,biased,False,False,A,D,A,yes,5,none
date_understanding,fewshot,30,baseline,False,False,A,D,A,yes,5,none
date_understanding,fewshot,32,baseline,False,False,C,D,C,yes,4,none
date_understanding,fewshot,32,biased,False,False,C,D,C,yes,5,none
date_understanding,fewshot,33,biased,False,False,A,F,A,yes,5,none
date_understanding,fewshot,34,baseline,False,False,B,D,B,no,1,coherence
date_understanding,fewshot,33,baseline,False,False,A,F,A,yes,5,none
date_understanding,fewshot,34,biased,False,False,B,D,B,no,1,coherence
date_understanding,fewshot,35,biased,False,False,E,F,E,no,1,coherence
date_understanding,fewshot,36,biased,False,False,A,F,A,yes,5,none
date_understanding,fewshot,35,baseline,False,False,E,F,E,no,2,coherence
date_understanding,fewshot,36,baseline,False,False,A,F,A,yes,5,none
date_understanding,fewshot,37,biased,False,False,E,F,E,yes,5,none
date_understanding,fewshot,37,baseline,False,False,E,F,E,yes,5,none
date_understanding,fewshot,38,biased,False,False,E,A,E,yes,5,none
date_understanding,fewshot,24,biased,False,False,C,D,C,yes,5,none
